UUID, Full Name, Birthday, Gender, Class ID
a903cc87-111d-4273-9c68-dca47bf28d26, Lê Tử Vy, 05/05/2002, Female, 58cdca9b-06c4-4e11-997e-138321e8da7f
4d2588bd-97e0-4f4c-9628-4f0d30d48df3, Phạm Bảo Đạt, 07/09/2005, Male, 58cdca9b-06c4-4e11-997e-138321e8da7f
4c1470cf-c18e-454d-8b59-956dfe1b780c, Trần Xuân Huy, 23/09/2005, Male, 58cdca9b-06c4-4e11-997e-138321e8da7f
605ac960-7658-46a8-bcce-3b343628c765, Bùi Như Lan, 16/01/2005, Female, 58cdca9b-06c4-4e11-997e-138321e8da7f
1f73ffdf-b04a-4dda-ae8a-e06b597327b0, Kiều Đức Hưng, 11/08/2001, Male, 58cdca9b-06c4-4e11-997e-138321e8da7f
4563dcf9-5804-40c0-8da2-117951f57bea, Phạm Tử Linh, 18/12/2004, Female, 58cdca9b-06c4-4e11-997e-138321e8da7f
d4f3bc6b-bd0f-4eab-983c-9bae65d0ae75, Trầm Bảo Hoàng, 17/12/2003, Male, 58cdca9b-06c4-4e11-997e-138321e8da7f
e8b4457e-2ac6-4d57-bfd7-b98be1f43720, Lý Hoàng Thịnh, 02/01/2003, Male, 58cdca9b-06c4-4e11-997e-138321e8da7f
47c11bf5-57c1-4b5e-a8fd-fcbe48aa819f, Võ Kim Thảo, 31/05/2003, Female, 58cdca9b-06c4-4e11-997e-138321e8da7f
f5dc5965-f1b0-4c3b-8977-12298a018174, Kiều Thế Hưng, 09/04/2005, Male, 58cdca9b-06c4-4e11-997e-138321e8da7f
b4f69b4f-efae-4dad-918a-53cc37d389f6, Trầm Hoàng Huy, 10/06/2001, Male, 58cdca9b-06c4-4e11-997e-138321e8da7f
23d582c4-567e-4c05-9768-63cc49db8f90, Nguyễn Hoàng Huy, 28/04/2004, Male, 58cdca9b-06c4-4e11-997e-138321e8da7f
267af173-ba25-4ab4-8f35-cbd0fb2f7d44, Nguyễn Tiểu Hoa, 31/05/2003, Female, 58cdca9b-06c4-4e11-997e-138321e8da7f
cadac14a-0758-4adc-b499-d2a1ebf81c58, Đoàn Hoàng Thành, 10/08/2004, Male, 58cdca9b-06c4-4e11-997e-138321e8da7f
86d56dc6-c585-4a08-984c-c65e988b8134, Phạm Như Linh, 25/04/2004, Female, 58cdca9b-06c4-4e11-997e-138321e8da7f
25d577ac-4a19-4ee0-81b8-95ebcb7d62f5, Hồ Dương Thông, 14/06/2003, Male, 58cdca9b-06c4-4e11-997e-138321e8da7f
1f0ed4dc-6372-4334-b8f3-bbabc63a0082, Trần Ngọc Giang, 31/05/2005, Female, 58cdca9b-06c4-4e11-997e-138321e8da7f
0322ff98-608f-44ef-b2f4-3e7c59780658, Hà Văn Thịnh, 25/04/2002, Male, 58cdca9b-06c4-4e11-997e-138321e8da7f
06336b3a-44b3-4d87-8fac-d07e2f56ff47, Trần Tử Giang, 11/02/2005, Female, 58cdca9b-06c4-4e11-997e-138321e8da7f
a0c1237b-63c3-4a8d-bfa1-c4ca2ae24101, Đoàn Xuân Hà, 02/05/2001, Female, 58cdca9b-06c4-4e11-997e-138321e8da7f
ccbc56fd-999d-49b7-af98-c870a5ff1146, Nguyễn Bảo Dương, 08/05/2002, Male, 58cdca9b-06c4-4e11-997e-138321e8da7f
2a2db247-9760-4804-bef8-a6cc98b2fe6b, Nguyễn Tiểu Vân, 29/07/2003, Female, 58cdca9b-06c4-4e11-997e-138321e8da7f
6300d3a6-7446-43c0-a9ae-b8dd7dfedbb8, Lý Bá Đạt, 15/04/2003, Male, 58cdca9b-06c4-4e11-997e-138321e8da7f
3f643585-60a9-47c7-93d5-be476513b370, Hà Trường Đạt, 09/06/2003, Male, 58cdca9b-06c4-4e11-997e-138321e8da7f
1529caff-e1df-489f-8a69-9cd6fa9e6511, Kiều Minh Hùng, 29/03/2004, Male, 58cdca9b-06c4-4e11-997e-138321e8da7f
3e637155-6894-4c5b-a5f3-e85d21298dbc, Võ Thị Hà, 19/02/2001, Female, 58cdca9b-06c4-4e11-997e-138321e8da7f
03039c90-eee9-431b-85b9-acf89c6d2172, Hồ Dương Hòa, 27/01/2005, Male, 58cdca9b-06c4-4e11-997e-138321e8da7f
6c5085e5-2235-449e-abc8-6358fdac1d5d, Phạm Xuân Thy, 07/09/2001, Female, 58cdca9b-06c4-4e11-997e-138321e8da7f
b01d715b-7da5-4a8e-8982-625643d9bbf6, Nguyễn Quỳnh Lan, 15/08/2001, Female, 58cdca9b-06c4-4e11-997e-138321e8da7f
b7d1b530-ef14-4353-a058-876cc6e04418, Lê Thúy Kiều, 16/07/2003, Female, 58cdca9b-06c4-4e11-997e-138321e8da7f
00417c95-9812-40c9-a8f5-27affb2f3c05, Trầm Hoàng Thy, 25/11/2004, Female, 58cdca9b-06c4-4e11-997e-138321e8da7f
75f55636-2af5-409a-b366-5525caa2aa2c, Kiều Bá Tuấn, 15/01/2004, Male, 58cdca9b-06c4-4e11-997e-138321e8da7f
a641f50d-0cfc-4d1c-9488-242f2d117e11, Bùi Đức Hoàng, 08/05/2003, Male, 58cdca9b-06c4-4e11-997e-138321e8da7f
77158c5b-c93e-43ba-98f5-94d43c8f6e7a, Võ Tử Lan, 12/10/2005, Female, 58cdca9b-06c4-4e11-997e-138321e8da7f
a0e017e4-8d57-47d4-987d-321446133623, Hà Tiểu Ý, 15/06/2003, Female, 58cdca9b-06c4-4e11-997e-138321e8da7f
485b97d8-3a3b-44ba-a328-d1f8a46a634e, Kiều Công Hùng, 01/07/2003, Male, aae703c8-3c8e-4007-93d8-e8248db988c1
c120455a-7dd0-44bc-8ecd-415ce9372255, Kiều Trọng Long, 16/09/2003, Male, aae703c8-3c8e-4007-93d8-e8248db988c1
1df92408-1586-4ac3-a03e-b8af02635ac6, Trầm Hoàng Lan, 17/09/2002, Female, aae703c8-3c8e-4007-93d8-e8248db988c1
ab67b175-cb2a-44a0-8a81-44f3ff61f432, Lê Nhật Hà, 01/10/2005, Female, aae703c8-3c8e-4007-93d8-e8248db988c1
80cd21cd-f945-4f35-b703-64c066c6c240, Trầm Thúy Thảo, 13/11/2004, Female, aae703c8-3c8e-4007-93d8-e8248db988c1
ddb9eeae-4abc-4dc4-962c-dd8655b91a58, Bùi Trọng Việt, 14/02/2004, Male, aae703c8-3c8e-4007-93d8-e8248db988c1
bb723c08-4dd5-4640-9202-3e6bc955db4d, Hồ Bảo Thảo, 13/11/2002, Female, aae703c8-3c8e-4007-93d8-e8248db988c1
2dfac874-b68c-48d4-97a5-996d8702d1f6, Bùi Trường Thành, 16/08/2004, Male, aae703c8-3c8e-4007-93d8-e8248db988c1
2adec24c-55b1-4ca3-ba31-73484005c3e6, Lý Tiểu Hoa, 20/06/2003, Female, aae703c8-3c8e-4007-93d8-e8248db988c1
aa3fa1a8-e3f4-4f9d-8bc1-4811a8d60c61, Hồ Xuân Tuấn, 18/03/2004, Male, aae703c8-3c8e-4007-93d8-e8248db988c1
34623ac1-f344-4105-8e0f-99baa8ddc2b0, Bùi Đặng Mai, 03/03/2001, Female, aae703c8-3c8e-4007-93d8-e8248db988c1
71dbb29c-8741-46aa-b190-8595c5891266, Trần Minh Việt, 31/03/2001, Male, aae703c8-3c8e-4007-93d8-e8248db988c1
330676ce-cc31-4b34-93a9-ae962e151659, Đoàn Dương Dương, 10/03/2002, Male, aae703c8-3c8e-4007-93d8-e8248db988c1
b44a8e26-181f-4e4b-8774-d77c2391f739, Kiều Thị Vy, 23/08/2004, Female, aae703c8-3c8e-4007-93d8-e8248db988c1
477ce388-239f-4a4f-83a3-c53b2fb63baf, Trầm Trường Thịnh, 07/03/2002, Male, aae703c8-3c8e-4007-93d8-e8248db988c1
d3c5798b-d391-4691-82d5-ae0a707f1e8c, Nguyễn Anh Thành, 17/08/2003, Male, aae703c8-3c8e-4007-93d8-e8248db988c1
3e1e8a34-e496-49c7-a92c-1b355236c222, Hà Trường Đạt, 02/08/2003, Male, aae703c8-3c8e-4007-93d8-e8248db988c1
18e0d6f4-7e37-4f92-a9d9-2f18f7594f65, Phạm Anh Sơn, 29/06/2005, Male, aae703c8-3c8e-4007-93d8-e8248db988c1
84f6bed6-8250-42b8-bd75-b6bf23fdc69e, Võ Thanh Yến, 16/12/2004, Female, aae703c8-3c8e-4007-93d8-e8248db988c1
775796d8-4730-4dd6-9d3c-3c220b472600, Trần Hoàng Sơn, 25/05/2002, Male, aae703c8-3c8e-4007-93d8-e8248db988c1
360ebdae-4aa2-49e6-b219-d04354693cd1, Đoàn Thúy Yến, 07/05/2002, Female, aae703c8-3c8e-4007-93d8-e8248db988c1
5c52292b-1f3f-489f-b2ab-86464956402f, Lý Dương Khánh, 28/02/2002, Male, aae703c8-3c8e-4007-93d8-e8248db988c1
4f336a67-6368-4199-be30-d536f80ec1c5, Lê Thu Hà, 12/05/2002, Female, aae703c8-3c8e-4007-93d8-e8248db988c1
3e2183b0-d149-4cc8-b0ba-7ebb1d8bc95f, Hà Anh Việt, 25/01/2003, Male, aae703c8-3c8e-4007-93d8-e8248db988c1
9a975fff-849b-41a2-91bd-409d5258e53b, Kiều Bảo Sơn, 01/07/2002, Male, aae703c8-3c8e-4007-93d8-e8248db988c1
a2fb41ad-2a55-4003-8612-0e225c909a9a, Đoàn Minh Hiếu, 13/03/2003, Male, aae703c8-3c8e-4007-93d8-e8248db988c1
d70a1e7b-187f-4a51-8aee-3fac2925bf86, Lý Minh Huy, 12/01/2005, Male, aae703c8-3c8e-4007-93d8-e8248db988c1
b7673da6-7877-4383-9c1d-ee70d93a3a63, Lại Thúy Yến, 01/10/2003, Female, aae703c8-3c8e-4007-93d8-e8248db988c1
0481875d-0402-4db1-9e2b-7eda1c1c3d2e, Trần Bảo Hoa, 21/12/2003, Female, aae703c8-3c8e-4007-93d8-e8248db988c1
6e5067ee-4d4a-458e-a902-1ab13023ed20, Trần Thị Châu, 23/12/2003, Female, aae703c8-3c8e-4007-93d8-e8248db988c1
1cacd973-86f7-41e0-83a5-ed18364e8ea4, Lại Hoàng Lan, 31/10/2002, Female, aae703c8-3c8e-4007-93d8-e8248db988c1
172c998c-bd48-4af9-b2c9-5ec2831558ad, Bùi Thu Châu, 11/07/2003, Female, aae703c8-3c8e-4007-93d8-e8248db988c1
c3d7d707-8735-46c5-bdee-a3bee14b681d, Hà Hoàng Long, 20/07/2003, Male, aae703c8-3c8e-4007-93d8-e8248db988c1
67054818-4c60-4828-88bc-af9f2e699b39, Võ Thu Hà, 02/10/2003, Female, aae703c8-3c8e-4007-93d8-e8248db988c1
98c15656-37aa-4845-8594-7081ff31b79f, Bùi Tiểu Hà, 01/07/2004, Female, aae703c8-3c8e-4007-93d8-e8248db988c1
1b8fd63e-7be6-456e-8f3e-f8be59576e93, Bùi Như Yến, 03/02/2005, Female, aae703c8-3c8e-4007-93d8-e8248db988c1
7c3323ae-81b5-4ab3-9710-cd2b0075d61e, Lê Hoàng Đạt, 20/10/2001, Male, aae703c8-3c8e-4007-93d8-e8248db988c1
e3c7f1bc-9f79-4293-acce-37d91c714d20, Nguyễn Trọng Huy, 01/07/2005, Male, 809958e0-acc3-4b04-9211-5fbbf2acceb8
e413f0f3-595a-421b-97f9-60b20c953de5, Phạm Trường Thành, 01/08/2001, Male, 809958e0-acc3-4b04-9211-5fbbf2acceb8
d4d28a7f-8196-46b5-a5cd-c2c7c1934d24, Trần Bảo Sơn, 05/12/2003, Male, 809958e0-acc3-4b04-9211-5fbbf2acceb8
7436096d-9bc7-4444-952d-6c97646e85ce, Hà Thế Hòa, 09/06/2004, Male, 809958e0-acc3-4b04-9211-5fbbf2acceb8
55c46a48-35eb-4c4b-90e3-3ac7d14a3051, Lê Thế Hiếu, 24/03/2004, Male, 809958e0-acc3-4b04-9211-5fbbf2acceb8
7099f7ad-5b70-4e87-9380-60082c184f1b, Lê Đặng Vy, 03/12/2004, Female, 809958e0-acc3-4b04-9211-5fbbf2acceb8
e684f888-5423-4d06-87a8-e7a91048d20f, Trầm Bảo Giang, 10/03/2002, Female, 809958e0-acc3-4b04-9211-5fbbf2acceb8
5698ea86-4d5c-4d29-afdb-e4a2220d0a95, Lê Như Kiều, 28/11/2002, Female, 809958e0-acc3-4b04-9211-5fbbf2acceb8
188231d1-14d3-4cc2-aacf-076cb5b7616e, Võ Tiểu Vy, 06/02/2004, Female, 809958e0-acc3-4b04-9211-5fbbf2acceb8
6734a790-55d2-4171-b30d-2e887b695ead, Kiều Hoàng Hà, 02/07/2002, Female, 809958e0-acc3-4b04-9211-5fbbf2acceb8
537c605d-884c-419d-86a9-22eef1d9c981, Trần Công Long, 26/10/2004, Male, 809958e0-acc3-4b04-9211-5fbbf2acceb8
5a62c33b-e855-4c8e-bb23-a70b049d0dad, Bùi Bá Huy, 20/06/2002, Male, 809958e0-acc3-4b04-9211-5fbbf2acceb8
485f800b-9c64-48a7-9dbb-40d58c7966aa, Lê Anh Đạt, 13/10/2003, Male, 809958e0-acc3-4b04-9211-5fbbf2acceb8
21b4a136-4d6a-4559-ac79-93d6bb7d9a03, Hà Hoàng Huy, 19/06/2005, Male, 809958e0-acc3-4b04-9211-5fbbf2acceb8
c4eb8b7d-c200-4ee3-9999-3a58bd54977c, Lý Tiểu Lan, 24/03/2004, Female, 809958e0-acc3-4b04-9211-5fbbf2acceb8
e7ebd3d1-7460-4c04-9f73-3c3f51426ee0, Hồ Kim Thi, 02/01/2002, Female, 809958e0-acc3-4b04-9211-5fbbf2acceb8
4b875340-f96c-485d-a337-910697243bc7, Phạm Tử Thy, 06/03/2002, Female, 809958e0-acc3-4b04-9211-5fbbf2acceb8
64f1d4cd-a821-4660-96f5-43f4a6856508, Lại Quỳnh Lan, 20/02/2001, Female, 809958e0-acc3-4b04-9211-5fbbf2acceb8
abf2bd7f-cc15-4bf5-ae69-88e518bde54f, Lê Hoàng Thy, 17/07/2003, Female, 809958e0-acc3-4b04-9211-5fbbf2acceb8
5088148b-1990-460f-a100-59e7c4246061, Đoàn Hoàng Thịnh, 20/06/2001, Male, 809958e0-acc3-4b04-9211-5fbbf2acceb8
c4de6afd-2898-413c-91e9-eb1d0fa820e6, Lại Dương Thịnh, 11/05/2002, Male, 809958e0-acc3-4b04-9211-5fbbf2acceb8
87a4a95a-b2d3-435e-9d1a-fb2c7f6a1841, Lại Thế Hưng, 14/01/2001, Male, 809958e0-acc3-4b04-9211-5fbbf2acceb8
0d3a2ee0-46f0-4772-9c47-cbe70b0f2571, Đoàn Quỳnh Giang, 27/07/2002, Female, 809958e0-acc3-4b04-9211-5fbbf2acceb8
d438af31-08b7-4d41-b38b-c03332ba8f19, Hồ Xuân Thông, 21/04/2004, Male, 809958e0-acc3-4b04-9211-5fbbf2acceb8
2e9907e2-8341-4aaf-b362-9bb16d884c94, Lý Thanh Vy, 05/10/2001, Female, 809958e0-acc3-4b04-9211-5fbbf2acceb8
521af334-9b80-457c-9a9f-39e64fb8514e, Kiều Đoàn Hùng, 10/03/2005, Male, 809958e0-acc3-4b04-9211-5fbbf2acceb8
b5570efe-93e2-43ab-b645-1ea9018acef7, Lý Thế Việt, 27/03/2005, Male, 809958e0-acc3-4b04-9211-5fbbf2acceb8
b783efe6-c086-4129-a257-279dc89172bd, Hà Công Huy, 03/06/2004, Male, 809958e0-acc3-4b04-9211-5fbbf2acceb8
b2be632a-4476-4e6f-ad98-abea534e5262, Hà Tiểu Ý, 21/02/2003, Female, 809958e0-acc3-4b04-9211-5fbbf2acceb8
d534b7ca-692a-467d-8ff1-a14aeff63900, Trần Trường Sơn, 11/12/2001, Male, 809958e0-acc3-4b04-9211-5fbbf2acceb8
da0c8050-628f-41e9-8dde-d0968e514b3a, Bùi Tử Giang, 19/01/2001, Female, 809958e0-acc3-4b04-9211-5fbbf2acceb8
06a68e97-25b6-4fb2-99e3-22b28b2fd665, Bùi Bảo Dương, 02/01/2004, Male, 809958e0-acc3-4b04-9211-5fbbf2acceb8
3d23f6cb-766f-4443-b3b0-a62299de28a2, Hồ Bảo Sơn, 02/03/2002, Male, 809958e0-acc3-4b04-9211-5fbbf2acceb8
b7754d6b-1b32-4c7f-a520-088799be6178, Bùi Hoàng Dương, 16/05/2001, Male, 809958e0-acc3-4b04-9211-5fbbf2acceb8
a98289f8-1e64-458d-aee0-acdb92a04fef, Võ Đặng Yến, 20/12/2001, Female, 809958e0-acc3-4b04-9211-5fbbf2acceb8
d68c727a-ef7c-4db3-af3c-51a62e68bc29, Hà Xuân Thông, 10/09/2001, Male, 809958e0-acc3-4b04-9211-5fbbf2acceb8
0d27ff7c-2d94-4f9b-80e8-0464280faedc, Hồ Hoàng Mai, 27/09/2001, Female, 809958e0-acc3-4b04-9211-5fbbf2acceb8
d5e65611-e9cf-461b-bfb2-a9d43c5db608, Hà Minh Thông, 24/08/2003, Male, 809958e0-acc3-4b04-9211-5fbbf2acceb8
34050292-482d-4e02-8dd5-bf58b2a5e30c, Phạm Diệu Ý, 16/12/2004, Female, 809958e0-acc3-4b04-9211-5fbbf2acceb8
d62988fa-d32f-4c22-aa91-f2428e677b55, Đoàn Minh Đạt, 13/03/2005, Male, 809958e0-acc3-4b04-9211-5fbbf2acceb8
ca6bf971-7d9b-43ee-8e94-f46c9eeee498, Trầm Đức Hùng, 11/03/2003, Male, 809958e0-acc3-4b04-9211-5fbbf2acceb8
ee72317b-e7a5-4b4a-96f0-9cfa08e20c82, Trần Đặng Yến, 12/11/2002, Female, 809958e0-acc3-4b04-9211-5fbbf2acceb8
9c1a37b0-eda9-4250-9ec7-cbd9fe4a132c, Hà Dương Dương, 09/02/2002, Male, 809958e0-acc3-4b04-9211-5fbbf2acceb8
9a8aed91-ba23-4f21-affb-5a50b5ab96ca, Võ Văn Thông, 22/06/2001, Male, 809958e0-acc3-4b04-9211-5fbbf2acceb8
21ee3566-6e2d-4879-8fea-498dad549d99, Phạm Hoàng Sơn, 04/12/2001, Male, 809958e0-acc3-4b04-9211-5fbbf2acceb8
f9e5f353-7432-42bf-b426-194b2657f2a0, Trần Tử Linh, 22/01/2005, Female, 809958e0-acc3-4b04-9211-5fbbf2acceb8
307e2de6-5d78-4750-882c-dae4ed798ae4, Lê Xuân Khánh, 09/04/2004, Male, 809958e0-acc3-4b04-9211-5fbbf2acceb8
ae033777-6615-4619-a0f6-50229adad2e7, Lại Trường Hiếu, 04/04/2004, Male, 809958e0-acc3-4b04-9211-5fbbf2acceb8
cde774c4-66f3-42b4-9316-93fe3a91e316, Phạm Thúy Hà, 26/04/2005, Female, 809958e0-acc3-4b04-9211-5fbbf2acceb8
1da2ace3-8e1e-4e64-9c5a-e4423bca761b, Đoàn Anh Hoàng, 11/10/2003, Male, d2f724d8-4ece-4fac-ae2c-85744a1fa598
f208243c-1f4a-430e-9941-e65eb5d85855, Phạm Thúy Vy, 07/09/2001, Female, d2f724d8-4ece-4fac-ae2c-85744a1fa598
c1838b87-2642-4837-be91-55f428c391b0, Phạm Bảo Long, 28/05/2003, Male, d2f724d8-4ece-4fac-ae2c-85744a1fa598
5a58ebf9-202d-4b36-a945-e93f7ea88639, Hà Thế Hiếu, 20/03/2005, Male, d2f724d8-4ece-4fac-ae2c-85744a1fa598
bc4ac05b-b19f-47b1-beae-235002467b55, Bùi Ngọc Yến, 18/10/2004, Female, d2f724d8-4ece-4fac-ae2c-85744a1fa598
237af591-2330-4ece-8b35-f700c2fde20c, Nguyễn Đặng Hà, 25/12/2003, Female, d2f724d8-4ece-4fac-ae2c-85744a1fa598
3aa6e126-4fcc-4cc6-9102-80db9bb22641, Phạm Đặng Mai, 13/02/2003, Female, d2f724d8-4ece-4fac-ae2c-85744a1fa598
b1285a79-718f-4b39-a97d-2b988cfb1c61, Lê Anh Dương, 07/04/2002, Male, d2f724d8-4ece-4fac-ae2c-85744a1fa598
b0bdf677-2f50-429f-ba0c-8812ed6de437, Phạm Xuân Thảo, 01/04/2003, Female, d2f724d8-4ece-4fac-ae2c-85744a1fa598
a21bbace-1756-4536-bb8a-ca8c81491317, Nguyễn Thúy Mai, 03/03/2001, Female, d2f724d8-4ece-4fac-ae2c-85744a1fa598
78ae1754-940b-48a1-8cfb-5a3f176eafe1, Phạm Ngọc Mai, 27/11/2001, Female, d2f724d8-4ece-4fac-ae2c-85744a1fa598
3506f00b-af9b-4a5b-8e17-7ba2a7c580e2, Trầm Hoàng Long, 12/04/2002, Male, d2f724d8-4ece-4fac-ae2c-85744a1fa598
4cd8f0a1-7c53-4e0d-8fd8-4bd3da0422b2, Hà Văn Sơn, 03/12/2002, Male, d2f724d8-4ece-4fac-ae2c-85744a1fa598
5b53b594-1b23-415b-af3d-057412bf12a8, Đoàn Quỳnh Thảo, 07/09/2004, Female, d2f724d8-4ece-4fac-ae2c-85744a1fa598
44712ed0-de0f-4e72-a4bc-afe1d32a7b4a, Trầm Hoàng Đạt, 29/06/2003, Male, d2f724d8-4ece-4fac-ae2c-85744a1fa598
e20bc2da-1b5e-4f80-afd4-283d6f77130f, Võ Diệu Ý, 15/07/2002, Female, d2f724d8-4ece-4fac-ae2c-85744a1fa598
3ebb157d-a18a-4e9f-8fdc-d179194da4c6, Lý Thanh Kiều, 02/05/2002, Female, d2f724d8-4ece-4fac-ae2c-85744a1fa598
bf1945e1-0642-45f1-8966-b04488ad182e, Kiều Tử Thi, 21/11/2004, Female, d2f724d8-4ece-4fac-ae2c-85744a1fa598
98dcecb0-daf5-4559-9ceb-b2df93ef6441, Trầm Dương Khánh, 23/06/2003, Male, d2f724d8-4ece-4fac-ae2c-85744a1fa598
f22a659c-efb7-4b6e-a102-22429a4701d7, Lại Dương Hòa, 24/05/2004, Male, d2f724d8-4ece-4fac-ae2c-85744a1fa598
583cc62b-0aff-4b9b-a931-8d36529a0108, Đoàn Trường Sơn, 17/07/2003, Male, d2f724d8-4ece-4fac-ae2c-85744a1fa598
8c79c7cd-7ccd-46c0-a127-4c40b86c4ca9, Lại Bá Đạt, 27/12/2002, Male, d2f724d8-4ece-4fac-ae2c-85744a1fa598
bb1d02b1-6395-4942-a7b4-bdb6d1eff3a4, Nguyễn Văn Hiếu, 02/04/2003, Male, d2f724d8-4ece-4fac-ae2c-85744a1fa598
b6b59826-142b-45bd-86b2-efc817d36057, Đoàn Dương Hưng, 21/07/2002, Male, d2f724d8-4ece-4fac-ae2c-85744a1fa598
3bae49e6-1b23-491e-846b-0adb5f670a0c, Phạm Thanh Hoa, 05/10/2003, Female, d2f724d8-4ece-4fac-ae2c-85744a1fa598
8b5ce0f9-658a-460a-ab8c-d95a2bf8d2a5, Hồ Trường Hùng, 02/03/2001, Male, d2f724d8-4ece-4fac-ae2c-85744a1fa598
70c636fb-c05c-4c57-987e-53c47355f628, Kiều Bá Long, 02/09/2001, Male, d2f724d8-4ece-4fac-ae2c-85744a1fa598
0d66aa40-419c-44e1-9488-085deefee344, Nguyễn Thu Mai, 15/02/2004, Female, d2f724d8-4ece-4fac-ae2c-85744a1fa598
0ee11837-7469-4fb1-b98c-7102bb0ecda0, Võ Trọng Dương, 26/01/2005, Male, d2f724d8-4ece-4fac-ae2c-85744a1fa598
d329e470-07fa-4f0c-aa9f-c247572a353e, Phạm Minh Thành, 12/11/2004, Male, d2f724d8-4ece-4fac-ae2c-85744a1fa598
5c0f1db2-8cf9-4c12-a623-a2ef171839f6, Lý Công Huy, 28/02/2004, Male, d2f724d8-4ece-4fac-ae2c-85744a1fa598
4900cd2e-c0b3-41bb-a37c-a1c05dfa2127, Đoàn Trường Khánh, 17/09/2004, Male, d2f724d8-4ece-4fac-ae2c-85744a1fa598
2cefc045-8e94-4b49-b70a-0ba11d3d91c1, Đoàn Như Châu, 18/02/2001, Female, d2f724d8-4ece-4fac-ae2c-85744a1fa598
edfef565-8b4a-495d-85a2-d8ef14049828, Nguyễn Thu Kiều, 10/06/2001, Female, d2f724d8-4ece-4fac-ae2c-85744a1fa598
dcd4d339-3ef5-43b2-91fe-df9ae9dd0d55, Lý Diệu Thy, 17/03/2005, Female, d2f724d8-4ece-4fac-ae2c-85744a1fa598
ab9602c3-c168-4143-ba0c-d15809bf5ef8, Lại Thanh Châu, 21/01/2004, Female, d2f724d8-4ece-4fac-ae2c-85744a1fa598
1b946b06-2766-4740-a3fd-93577418f337, Hà Tử Hoa, 10/01/2002, Female, d2f724d8-4ece-4fac-ae2c-85744a1fa598
b3884a42-cd10-4310-b8c6-6af331adc966, Trần Hoàng Thịnh, 09/09/2003, Male, d2f724d8-4ece-4fac-ae2c-85744a1fa598
4059233c-5da9-4620-a744-2c6a6e2656c2, Trần Anh Huy, 18/02/2004, Male, d2f724d8-4ece-4fac-ae2c-85744a1fa598
eb14a6a3-3e02-4070-a8ca-d0d540018ba4, Võ Thu Hoa, 11/03/2005, Female, d2f724d8-4ece-4fac-ae2c-85744a1fa598
d3454c7e-c9f8-427e-bb23-5b6a8a594702, Đoàn Đức Đạt, 08/11/2005, Male, d2f724d8-4ece-4fac-ae2c-85744a1fa598
b6655903-6335-423e-a9fd-d875818bd3c1, Hà Đức Việt, 28/01/2004, Male, d2f724d8-4ece-4fac-ae2c-85744a1fa598
d81efb55-6030-4ce3-aa21-38f2c77e2483, Trần Trường Khánh, 19/09/2003, Male, d2f724d8-4ece-4fac-ae2c-85744a1fa598
9e961fdc-9537-4b2d-88bc-6175db7f27f1, Lê Thị Mai, 11/08/2001, Female, d2f724d8-4ece-4fac-ae2c-85744a1fa598
68bb6d4c-8c37-46a8-b46a-1a13a0747f7b, Hồ Xuân Linh, 01/03/2003, Female, d2f724d8-4ece-4fac-ae2c-85744a1fa598
ac0b9fc7-4a6c-4fb3-8666-01d441cde078, Nguyễn Thúy Lan, 21/02/2004, Female, d2f724d8-4ece-4fac-ae2c-85744a1fa598
4c59d533-0789-4e2d-8c4b-3e0be3b2778e, Hà Thanh Ý, 09/01/2003, Female, 4596f994-c1e8-4285-99e4-05e9446b48ac
ffcd4501-4342-45da-a3f7-fce90d58548d, Trầm Tiểu Kiều, 14/02/2000, Female, 4596f994-c1e8-4285-99e4-05e9446b48ac
ddae996f-3773-487c-a3be-c90418ef7b8d, Nguyễn Hoàng Sơn, 15/08/2002, Male, 4596f994-c1e8-4285-99e4-05e9446b48ac
f107bbd2-2628-4a23-8da1-4a6c47fcef99, Trầm Hoàng Kiều, 10/04/2002, Female, 4596f994-c1e8-4285-99e4-05e9446b48ac
37936cb6-de8e-4448-be61-a95ba02b7d33, Nguyễn Ngọc Châu, 05/06/2001, Female, 4596f994-c1e8-4285-99e4-05e9446b48ac
a72ecc2a-f23e-4362-9ec7-c49637517674, Trần Nhật Thi, 23/09/2003, Female, 4596f994-c1e8-4285-99e4-05e9446b48ac
c83514cb-58d5-4070-a24a-ffb6a41e0a01, Trầm Nhật Thảo, 12/10/2001, Female, 4596f994-c1e8-4285-99e4-05e9446b48ac
6080193a-4f1d-414a-bc6c-3923a688984b, Nguyễn Thị Thảo, 12/04/2000, Female, 4596f994-c1e8-4285-99e4-05e9446b48ac
4d815236-e635-493e-b0b9-d80790d140d0, Lý Như Thy, 05/03/2000, Female, 4596f994-c1e8-4285-99e4-05e9446b48ac
e25e88ba-2def-4091-9d36-f95f55041c9f, Lê Thu Yến, 11/02/2003, Female, 4596f994-c1e8-4285-99e4-05e9446b48ac
5c908dc6-0bc0-4e83-acc8-9b4bde9dfee7, Lê Như Thy, 02/11/2004, Female, 4596f994-c1e8-4285-99e4-05e9446b48ac
4b0c3b40-d5b8-441d-9f60-13c0534c476f, Phạm Xuân Hà, 29/12/2002, Female, 4596f994-c1e8-4285-99e4-05e9446b48ac
caa32e58-b871-41bc-93a8-cb15ca0bd3f2, Lý Bảo Lan, 09/02/2004, Female, 4596f994-c1e8-4285-99e4-05e9446b48ac
